chapter,verse,text
even amongst some philosophers of ancient India such as 
Bhagavad-gitaCårvåka up to the present day, there are those who think 
that life arises out of matter. The Big Bang Theory and 
other contemporary scientific ideas also support this 
opinion. However, the problem with such thinking is that 
there is no concrete evidence whatsoever to explain or 
demonstrate how lifeless matter ever developed the symp -
toms of life. The Theory of Evolution, as the Darwinians 
understand it, is substantially defeated in the fossil record, 
since no ‘transitional species,’ that are supposed to reveal 
the gradual evolution of living organisms from primitive 
species to advanced life forms, have ever been discovered. 
Furthermore, there is no suitable model to explain where 
matter originated.
The numerous theories, new and ancient, that expound 
that life arose from matter are fundamentally flawed in 
many ways. On the other hand, from observing micro -
scopic living creatures to giant creatures like the elephant 
and whale, it is self-evident that life comes from life. Thus, 
the Vedic perspective on life is that all life comes from an 
intelligent life source, Çrî K®ß√a.
Scientific interest in finding the cause of the universe, 
and indeed to all life, is certainly laudable. Yet when all 
reasonable and honest research leads us to the conclusion 
that life/consciousness is not a byproduct of matter and 
the blueprint of intelligent design can be observed every -
where and in all things, then it should also be intelligently 
concluded that Super Consciousness is the cause of matter, 
the universe and all living things."
18,19,"य एनं वेि हारं यैनं मते हतम ् । 
उभौ तौ न िवजानीतो नायं हि न हते ॥१९॥
Chapter 241
ya enaµ vetti hantåraµ yaçcainaµ manyate hatam
ubhau tau na vijånîto nåyaµ hanti na hanyate
One who considers the eternal unit of consciousness to be 
the slayer, and one who considers it to be capable of being 
slain are both in ignorance - for it neither slays nor is slain."
18,20,"न जायते ियते वा कदािचन ्नायं भूाभिवतावानभूयः।
अजो िनः शातोऽयं पराणो न हते हमाने शरीरे ॥२०॥ 
na jåyate mriyate vå kadåcin 
nåyaµ bhütvå bhavitå vå na bhüya˙
ajo nitya˙ çåçvato’yaµ purå√o 
na hanyate hanyamåne çarîre
The individual unit of consciousness neither takes birth nor 
dies at any time. It has never been created nor will it ever be 
created. It is unborn, eternal, indestructible and timeless - it 
is not destroyed when the material body is destroyed."
18,21,"वेदािवनािशनं िनं य एनमजमयम ् । 
कथं स पषः पाथ कं घातयित हिकम ्॥२१॥
vedåvinåçinaµ nityaµ ya enam ajam avyayam
kathaµ sa purußa˙ pårtha kaµ ghåtayati hantikam 
O Pårtha, considering that the individual unit of con -
sciousness is eternal, unborn, imperishable and indestructi -
ble, how can a person kill anyone, and whom does he kill?
Bhagavad-gitaAnuv®tti
It is sometimes thought that God, or some source of 
higher intelligence, has created life in the universe, but 
herein Çrî K®ß√a expresses that the individual conscious -
ness of a living being is never actually created. It exists eter -
nally as part and parcel of K®ß√a, as part and parcel of  the 
Super Consciousness. In the Vedic concept of the Abso -
lute Truth, K®ß√a exists eternally along with His energies. 
Consciousness by that measure is never created; it simply 
exists eternally as part and parcel of the Absolute Truth.
The characteristics of consciousness are described as 
unborn, eternal, indestructible and timeless – that which is 
not destroyed when the body is destroyed. The effects of 
time on the material body are perceived as growth, main -
tenance, by-products, old age, dwindling and death. But 
consciousness, being transcendental to matter, transcends 
time and therefore never grows old, dwindles or dies.
In certain religious traditions the Creator is sometimes 
visualised as being an old man in the sky. He is naturally 
thought of as old because He has fathered the universe a 
long time ago and He is the oldest of all. But here again 
the conception of Bhagavad-gîtå  differs dramatically. Con -
sciousness is ever fresh and the source of consciousness, the 
Super Conscious Being, is always youthful and never old.
Those who are engrossed in material affairs and who 
ignore the wisdom of Bhagavad-gîtå  will find it very diffi -
cult to overcome the bodily concept of life and understand 
the difference between matter and consciousness.
Chapter 243"
18,22,"वासांिस जीणािन यथा िवहाय नवािन गृाित नरोऽपरािण ।
तथा शरीरािण िवहाय जीणाािन संयाित नवािन देही ॥२२॥
våsåµsi jîr√åni yathå vihåya navåni g®h√åti naro’parå√i
tathå çarîrå√i vihåya jîr√åny-anyåni saµyåti navåni dehî 
Just as one removes old clothes and accepts new ones, 
similarly the embodied unit of consciousness gives up old 
bodies and accepts new bodies."
18,23,"नैनं िछि शािण नैनं दहित पावकः । 
न चैनं ेदयापो न शोषयित मातः ॥२३॥
nainaµ chindanti çastrå√i nainaµ dahati påvaka˙
na cainaµ kledayanty-åpo na çoßayati måruta˙
Weapons cannot cut the individual consciousness; it cannot 
be burned by fire; water cannot wet it and air cannot dry it."
18,24,"अेोऽयमदाोयमेोऽशो एव च । 
िनः सवगतः ाणरचलोऽयं सनातनः ॥२४॥
acchedyo’yam adåhyo’yam akledyo’çoßya eva ca
nitya˙ sarva-gata˙ sthå√ur acalo’yaµ sanåtana˙
It is indestructible, incombustible, insoluble and cannot be 
withered. It is eternal, all-pervading, unchanging, immova -
ble and primeval."
18,25,"अोऽयमिचोऽयमिवकायऽयम ते । 
तादेवं िविदैनं नानशोिचतमहिस ॥२५॥
Bhagavad-gitaavyakto’yam acintyo’yam avikåryo’yam ucyate
tasmåd evaµ viditvainaµ nånuçocitum arhasi
It is said that it is imperceptible, inconceivable and immuta -
ble. Thus, understanding the nature of individual embod -
ied consciousness, it is inappropriate for you to lament. 
Anuv®tti
The transcendental nature of consciousness has been 
described in the above verses. It cannot be cut, burned or 
even touched by water or air. However, the material body 
is subject to all the above. Consciousness is described as 
eternal because it can never be destroyed. It is omnipresent 
because it animates and gives feeling to all parts of the 
body. It is unchanging because it never becomes anything 
other than what it is – pure consciousness. It is immovable 
because it does not change its constitutional position. It is 
primeval because it is the oldest of all. It is imperceptible 
because it lies beyond the range of the physical senses. It is 
inconceivable because it is beyond the speculative function 
of the mind, and it is immutable because it is part and 
parcel of the Absolute Truth."
18,26,"अथ चैनं िनजातं िनं वा मसे मृतम ्। 
तथािप ं महाबाहो नैनं शोिचतमहिस ॥२६॥
atha cainaµ nitya-jåtaµ nityaµ vå manyase m®tam
tathåpi tvaµ mahå-båho nainaµ çocitum arhasi
Even if you believe that the individual consciousness 
is eternally subject to birth and death, still you have no 
reason to lament, O mighty-armed one. 
Chapter 245"
18,27,"जात िह वो मृवं ज मृत च । 
तादपिरहायऽथ न ं शोिचतमहिस ॥२७॥
jåtasya hi dhruvo m®tyur dhruvaµ janma m®tasya ca
tasmåd aparihårye’rthe na tvaµ çocitum arhasi
For one who is born, death is certain. For one who is dead, 
birth is certain. Therefore, you should not grieve over that 
which is inevitable."
18,28,"अादीिन भूतािन मािन भारत । 
अिनधनाेव त का पिरदेवना ॥२८॥
avyaktådîni bhütåni vyakta-madhyåni bhårata
avyakta-nidhanåny-eva tatra kå paridevanå
O Bhårata, all living beings are unmanifest before birth, 
manifest between birth and death, and again unmanifest 
after death. What then is the reason for lamentation?"
18,29,"आयवयित किदेनम ्आयवदित तथैव चाः ।
आयवैनमः णोित ाेनं वेद न चैव कित ् ॥२९॥
åçcaryavat paçyati kaçcidenam 
åçcaryavad vadati tathaiva cånya˙
åçcaryavac-cainam anya˙ ç®√oti 
çrutvåpy-enaµ veda na caiva kaçcit
Some consider the individual conscious unit as astound -
ing, some describe it as astounding, others hear of it as 
astounding – and some, even after having heard about it, 
have no knowledge of it. 
Bhagavad-gita"
18,30,"देही िनमवोऽयं देहेसव भारत। 
तावािण भूतािन न ं शोिचतमहिस ॥३०॥
dehî nityam avadhyo’yaµ dehe sarvasya bhårata
tasmåt sarvå√i bhütåni na tvaµ çocitum arhasi
O descendant of Bharata, the eternal individual conscious -
ness that dwells within the bodies of all beings can never be 
slain. Thus, you should not lament for anyone.
Anuv®tti
The individual unit of consciousness is difficult to 
understand because it is transcendental, a non-material sub -
stance, and cannot be seen with the material senses or even 
with the world’s most powerful microscope. It is atomic 
in size and can only be perceived through perfect intelli -
gence. This atomic unit of consciousness is situated in the 
midst of the five kinds of subtle life-airs within the body 
(prå√a, apåna, vyåna, samåna, udåna ). It is located within 
the heart and spreads its influence throughout the body. 
To give us some idea of the minuteness of the åtmå and its 
positioning within the body, the Çvetåçvatara Upanißad  and 
Mu√∂aka Upanißad  provide the following information:
bålågra-çata bhågasya çatadhå kalpitasya ca
bhågo jîva˙ sa vijñeya˙ sa cånantyåya kalpate
When the upper part of a hair is divided into one 
hundred parts and again each of those parts is fur -
ther divided into one hundred parts, each part is the 
dimension of the åtmå. (Çvetåçvatara Upanißad 5.9)
Chapter 247
eßo’√ur åtmå cetaså veditavyo
yasmin prå√a˙ pañcadhå saµviveça
prå√aiç cittaµ sarvam otam prajånåµ
yasmin viçuddhe vibhavaty-eßa åtmå
The åtmå is atomic in size and can be perceived 
by perfect intelligence. This atomic åtmå is floating 
in the five kinds of airs, is situated in the heart, 
and spreads its influence all over the body of the 
embodied living beings. When the åtmå is purified 
from its contamination of the five kinds of material 
airs, its spiritual influence is exhibited. ( Mu√∂aka 
Upanißad  3.1.9)
The cycle of birth and death ( saµsåra ) is described as 
a natural phenomenon for one who is embodied. Although 
such a conception may be considered a fatalistic world 
view, both birth and death are an unwanted experience for 
the embodied consciousness. After experiencing life, no 
sane person wants to die – everyone has the desire to live 
as long as possible.
To that end, nowadays the producers of wonder drugs 
promise us eternal life, although no such life-giving cures 
exist at present – everyone has to die and before death 
comes, the wonder drugs and doctors fees are sure to bank -
rupt the family fortune. However, death is an unnatural 
experience. The fact that everyone seeks everlasting life 
should be indicative that such a pure state of life exists 
beyond birth and death. Indeed it does and Çrî K®ß√a will 
shed light on that subject as this chapter develops.
Bhagavad-gita"
18,31,"धममिप चावे न िवकितमहिस । 
धाि याेयोऽिय न िवते ॥३१॥
svadharmam api cåvekßya na vikampitum arhasi
dharmyåddhi yuddhåc chreyo’nyat kßatriyasya na vidyate
Moreover, considering your natural duty, you should not 
waver as there is no better course of action for a warrior 
than a battle to uphold righteousness."
18,32,"यया चोपपं गारमपावृतम ्। 
सिखनः ियाः पाथ लभे यमीशम ् ॥३२॥
yad®cchayå copapannaµ svarga-dvåram apåv®tam
sukhina˙ kßatriyå˙ pårtha labhante yuddham îd®çam
O Pårtha, only the most fortunate warriors are favoured 
with the opportunity to engage in such a war, which has 
come of its own accord to you as an open door to the 
higher planets."
18,33,"अथ चेिममं ध संामं न किरिस । 
ततः धम कीित च िहा पापमवािस ॥३३॥
atha cet tvam imaµ dharmyaµ sangråmaµ na karißyasi
tata˙ svadharmaµ kîrtiµ ca hitvå påpam avåpsyasi
But if you decide not to take part in this war of right -
eousness, your principles of dharma  will be lost, fame will 
abandon you and impiety will be incurred.
Chapter 249"
18,34,"अकीित चािपभूतािन कथियि तेऽयाम ्। 
संभािवत चाकीितमरणादितिरते ॥३४॥
akîrtiµ cåpi bhütåni kathayißyanti te’vyayåm
sambhåvitasya cåkîrtir mara√åd atiricyate
For all time to come, people will speak of your infamy, and 
for one who is great, infamy is worse than death."
18,35,"भयाणापरतं मंे ां महारथाः । 
येषां च ं बमतो भूा यािस लाघवम ् ॥३५॥
bhayåd ra√åd uparataµ maµsyante tvåµ mahå-rathå˙
yeßåµ ca tvaµ bahu-mato bhütvå yåsyasi låghavam
Illustrious warriors will believe that you ceased fighting 
out of fear. You will fall into disgrace in the eyes of those 
that hold you in great esteem."
18,36,"अवावादां बिदि तवािहताः । 
िनव साम ततो ःखतरं न िकम ् ॥३६॥
avåcya-vådåµç ca bahün vadißyanti tavåhitå˙
nindantas tava såmarthyaµ tato du˙khataraµ nu kim
Your enemies will insult you with slanderous words, con -
demning your prowess. Alas, what could be more painful 
than that?"
18,37,"हतो वा ािस ग िजा वा भोसे महीम ्। 
ताि कौेय याय कतिनयः ॥३७॥
Bhagavad-gitahato vå pråpsyasi svargaµ jitvå vå bhokßyase mahîm
tasmåd uttiß†ha kaunteya yuddhåya k®ta-niçcaya˙
O son of Kuntî, if you are killed you will attain the higher 
planets, and if you are victorious you will enjoy the 
Earth. Therefore, be confident of your success – stand 
up and fight!"
18,38,"सखःखे समे का लाभालाभौ जयाजयौ । 
ततो याय य नैवं पापमवािस ॥३८॥
sukha-du˙khe same k®två låbhålåbhau jayåjayau
tato yuddhåya yujyasva naivaµ påpam avåpsyasi 
Maintain equanimity when faced with happiness and dis -
tress, gain and loss, victory and defeat – fight, and in this 
way you will not incur impiety.
Anuv®tti
Arjuna’s social position was that of a kßatriya , a 
member of the warrior class. As such, it was Arjuna’s 
solemn duty to uphold righteousness and to protect the 
kingdom from aggressors. By law and social decree, Arjuna 
and his brothers were the rightful heirs to the throne, yet 
the throne had been usurped by his uncle Dh®taråß†ra. 
Arjuna, his wife Draupadî, his mother Kuntî and his 
brothers Yudhiß†hira, Bhîma, Sahadeva and Nakula had 
all been forcibly exiled from the kingdom.
Çrî K®ß√a knows the temperament of Arjuna very well 
and therefore He is appealing to Arjuna’s kßatriya  spirit 
to stand and fight. K®ß√a reminds Arjuna that only shame 
awaits him if he neglects his duty. His enemies will speak 
Chapter 251
ill of him and claim that he is a coward. Such neglect of his 
duty will lead to infamy, not to glory.
A kßatriya,  when called to battle, should never aban -
don his duty under any circumstance. K®ß√a tells Arjuna 
that if he is killed in battle while defending the king -
dom, such an act of heroism will promote him to a higher 
status in his next life. Or, K®ß√a says, if he is victorious in 
battle then he will regain the kingdom and enjoy life on 
Earth. In any case, K®ß√a strongly encourages Arjuna not 
to abandon his duty."
18,39,"एषा तेऽिभिहता सांे बियगे िमां ण ।
बा यो यया पाथ कमबं हािस ॥३९॥
eßå te’bhihitå så∫khye buddhir-yoge tv-imåµ ç®√u
buddhyå yukto yayå pårtha karma-bandhaµ prahåsyasi
O Arjuna, son of P®thå, I have revealed to you the knowl -
edge of individual consciousness. Now hear how to act 
upon this knowledge, through which you will be able to 
release yourself from the bondage of action."
18,40,"नेहािभमनाशोऽि वायो न िवते । 
म धम ायते महतो भयात ् ॥४०॥
nehåbhikrama nåço’sti pratyavåyo na vidyate
svalpam apyasya dharmasya tråyate mahato bhayåt
There is no loss, nor is there any diminution of result in 
performing this dharma . Even the slightest effort saves one 
from the greatest fear. 
Bhagavad-gita"
18,41,"वसायािका बिरेकेह कुनन । 
बशाखा ना बयोऽवसाियनाम ् ॥४१॥
vyavasåyåtmikå buddhir ekeha kuru-nandana
bahu-çåkhå hy-anantåç ca buddhayo’vyavasåyinåm
O descendant of the Kurus, spiritual intelligence is one-
pointed and exclusive. However, the intelligence of those 
that desire mundane enjoyment is many branched."
18,42,"यािममां पितां वाचं वदिवपितः । 
वेद वादरताः पाथ नादीित वािदनः ॥४२॥
yåm imåµ pußpitåµ våcaµ pravadanty-avipaçcita˙
veda-våda-ratå˙ pårtha nånyad astîti vådina˙
O Pårtha, those of small intelligence misinterpret the 
Vedas  and claim that there is no divine principle in crea -
tion. Thus they glorify those statements that are pleasing 
to the senses."
18,43,"कामाानः गपरा जकमफलदाम ्। 
ियािवशेषबलां भोगैयगितं ित ॥४३॥
kåmåtmåna˙ svarga-parå janma-karma-phala-pradåm
kriyå-viçeßa-bahulåµ bhogaiçvarya-gatiµ prati
Because their hearts are filled with selfish desires and their 
goal is the higher planets, they prescribe many rituals that 
award higher birth, wealth and power and lead to enjoy -
ment and opulence. 
Chapter 253"
18,44,"भोगैयसानां तयापतचेतसाम ्। 
वसायािका बिः समाधौ निवधीयते ॥४४॥
bhogaiçvarya-prasaktånåµ tayåpah®ta-cetasåm
vyavasåyåtmikå buddhi˙ samådhau na vidhîyate
By such ideas these persons, contemplating sense gratifica -
tion and mundane pleasures, do not attain the resolve to fix 
their minds on the Supreme.
Anuv®tti
The greatest fear that is mentioned in the above verse 
is the fear of losing the human form of life and taking 
birth in an animal body or lower. Some people think of 
the consciousness that is generally called åtmå as being 
human and other åtmås  as being animal etc. But in reality 
no such distinction between a human åtmå and an animal 
åtmå exists. One transmigrates, according to one’s karma , 
through many lower species of life and eventually arrives 
at the human stage. 
Human life offers one the opportunity of self-reali -
sation or the chance to cultivate spiritual knowledge and 
awareness. One who attempts to become self-realised is 
not always successful in one attempt or in one lifetime. 
However, Çrî K®ß√a gives us the assurance that even a 
little endeavour on the path of self-realisation will save 
us from the greatest fear, namely that of taking birth in a 
lower life form.
The perfection of self-realisation in the yoga system 
is called samådhi , or the complete absorption of our con -
sciousness in the Supreme. The student of bhakti-yoga  
achieves such a state of self-realisation by following the 
Bhagavad-gitainstructions of Çrî K®ß√a with steady determination. This 
state is only possible due to the great boon of having 
attained a human form of life.
However, if one neglects the opportunity of self-real -
isation in human life then one certainly runs the risk of 
sinking down into animal life or worse. It is sometimes 
argued that animals like cats and dogs have a better, more 
comfortable life than many humans, and that is certainly 
true for many cats and dogs in western countries. But there 
is no guarantee that in losing the human form of life one 
will become a dog or cat and be taken care of by a rich 
American family. One may become an animal that is eaten 
alive by wild beasts or torn apart by predators in the sea. 
Certainly it goes without saying that such a life and death 
is full of suffering.
Therefore, to avoid the unnecessary suffering found in 
animal life, a person who has achieved the human platform 
should, with great determination and diligence, pursue the 
path of self-realisation as outlined in Bhagavad-gîtå."
18,45,"ैगयिवषया वेदा िनैगयो भवाजन । 
िनो िनसो िनयगेम आवान ्॥४५॥
traigu√ya-vißayå vedå nistraigu√yo bhavårjuna
nirdvandvo nitya-sattva-stho niryoga-kßema åtmavån
The Vedas  deal with subjects in the three modes of mate -
rial nature. O Arjuna, become free from duality, situated 
in a state of pure spiritual consciousness, free from the 
pursuits for gain and preservation and thus you will tran -
scend these three modes.
Chapter 255"
18,46,"यावानथ उदपाने सवतः संलुतोदके । 
तावावष वेदेष ाण िवजानतः ॥४६॥
yåvån artha udapåne sarvata˙ samplutodake
tåvån sarveßu vedeßu bråhma√asya vijånata˙
A large lake serves all the purposes served by a small pond. 
Similarly, one who is the knower of the Absolute Truth 
realises all the purposes found within the Vedas ."
18,47,"कमयेवािधकारे मा फलेष कदाचन । 
मा कमफलहेतभूमा ते सोऽकमिण ॥४७॥
karma√y-evådhikåraste må phaleßu kadåcana
må karma-phala-hetur bhür må te sa∫go’stv-akarma√i
Your right is to perform your work, but never to the 
results. Never be motivated by the results of your actions, 
nor should you be attached to not performing your pre -
scribed duties."
18,48,"योगः कु कमािण सं वा धनय । 
िसिसोः समो भूा समं योग उते ॥४८॥
yogastha˙ kuru karmå√i sa∫gaµ tyaktvå dhanañjaya
siddhy-asiddhyo˙ samo bhütvå samatvaµ yoga ucyate
O Dhanañjaya, stand firm in yoga, perform your activities 
giving up attachment and be equipoised in both success 
and failure. Such balance is known as yoga.
Bhagavad-gita"
18,49,"रेण वरं कम बियोगानय । 
बौ शरणमि कपणाः फलहेतवः ॥४९॥
düre√a hy-avaraµ karma buddhi-yogåd dhanañjaya
buddhau çara√am anviccha k®pa√å˙ phala-hetava˙
O Dhanañjaya, fruitive activities are by far inferior to the 
yoga of wisdom. Therefore, take shelter in the wisdom 
of equanimity. Those that are motivated by the fruitive 
results of their actions are misers."
18,50,"बियो जहातीह उभे सकतृते । 
ताोगाय य योगः कमस कौशलम ्॥५०॥
buddhi-yukto jahåtîha ubhe suk®ta-dußk®te
tasmåd yogåya yujyasva yoga˙ karmasu kauçalam
A wise man refrains from performing both good and bad 
actions in this world. Thus, engage in yoga, as yoga is the 
best of all activities."
18,51,"कमजं बिया िह फलं वा मनीिषणः । 
जबिविनमाःपदं गनामयम ्॥५१॥
karma-jaµ buddhi yuktå hi phalaµ tyaktvå manîßi√a˙
janma-bandha-vinirmuktå˙ padaµ gacchanty-anåmayam
The wise give up the results of their actions and thus lib -
erate themselves from the bondage of material birth and 
death. Thus they attain the plane beyond all suffering. 
Chapter 257"
18,52,"यदाते मोहकिललं बििततिरित । 
तदा गािस िनवदं ोत त च ॥५२॥
yadå te moha-kalilaµ buddhir vyatitarißyati
tadå gantåsi nirvedaµ çrotavyasya çrutasya ca
Once your intelligence is able to pass through the dense 
jungle of illusion, you will become indifferent to all that 
has been heard and all that is yet to be heard."
18,53,"ितिवितपा ते यदा ाित िनला। 
समाधावचला बिदा योगमवािस ॥५३॥
çruti-vipratipannå te yadå sthåsyati niçcalå
samådhåv-achalå buddhis tadå yogam avåpsyasi
When your mind is no longer affected by the false inter -
pretations of the Vedas , then you will attain the perfect 
stage of yoga.
Anuv®tti
To be situated in transcendence means to be liberated 
from the three modes of material nature – the modes of 
ignorance, passion and goodness ( tama-gu√a, raja-gu√a  
and sattva-gu√a ). Yoga is the practice of becoming situ -
ated beyond the modes of nature. Everyone in the material 
world is under the three modes of nature and only a true 
yogî can surpass these modes.
Our activities are categorised in three ways – as action 
prescribed by the Vedas  (karma ), unauthorised action 
(vikarma ) and transcendental action ( akarma ). Karma  
means those activities that derive a good result and some -
Bhagavad-gitatimes promote one to higher planets or higher standards 
of living. Vikarma  are those activities that are against the 
Vedic injunctions and cause suffering to the self and to 
other living creatures. Akarma  means those activities that 
have neither good nor bad reactions.
One who is wise and who knows the science of yoga 
always strives to perform the activities of akarma . Such 
yogîs are known as bhakti-yogîs  and can easily situate them -
selves in transcendence. Other systems of yoga such as 
aß†å∫ga-yoga, råja-yoga, ku√∂alinî-yoga, ha†ha-yoga  and 
kriyå-yoga  can also reach transcendence, but the path is 
very difficult, especially in this modern age.
Çrî K®ß√a is known as Yogeçvara, the Supreme Master 
of yoga,  and although Bhagavad-gîtå discusses other yoga 
systems, it is the bhakti-yoga  system that K®ß√a ultimately 
recommends. The yogî situated in bhakti-yoga  is always 
engaged in devotional activities to satisfy the Supreme 
Master of yoga, Çrî K®ß√a. Thus, the bhakti-yogî  is always 
in complete control of his senses. Without control of the 
senses no one can perform meditation or engage in spiritual 
practices properly. Therefore, the bhakti-yogî  is the top -
most yogî because he is engaged in the topmost yoga system.
There are eight mystical perfections of yoga known as the 
aß†a-siddhis . These perfections are – becoming very small 
(a√imå-siddhi ), becoming lighter than air ( laghimå-siddhi ), 
being able to retrieve anything from anywhere, such as 
extending one’s hand while in New York and picking a 
mango growing in India  (pråpti-siddhi ), to become heav -
ier than the heaviest (mahimå-siddhi ), to create something 
wonderful or to destroy anything at will  (îçitva-siddhi ),  to 
control the material elements ( vaçitva-siddhi ), the ability to 
Chapter 259
fulfil all of one’s desires  (pråkåmya-siddhi ) and  the ability 
to assume any form one wishes ( kåmåvasåyitå-siddhi ). As 
the Master of yoga, K®ß√a has these eight yoga perfections 
in full.
It is sometimes claimed by yogîs that they have achieved 
one or more of these aß†a-siddhis  and such seems to have 
been relatively common in ancient times. But in modern 
times the claim of having one of the aß†a-siddhis,  more often 
than not, turns out to be fraudulent or simply a show to 
attract many followers. With the rise in popularity of yoga, 
false claims of aß†a-siddhis  have become a lucrative business.
A higher aspiration for the yogî is not the achievement 
of the aß†a-siddhis,  but the achievement of samådhi  in bhak-
ti-yoga  because such achievement frees one from the cycle 
of birth and death."
18,54,"अजन उवाच ।
ित का भाषा समािध केशव । 
ितधीः िकं भाषेत िकमासीत जेत िकम ् ॥५४॥
arjuna uvåca –
sthita-prajñasya kå bhåßå samådhi-sthasya keçava
sthita-dhî˙ kiµ prabhåßeta kim åsîta vrajeta kim
Arjuna said: O Keçava, what are the characteristics of that 
person who is perfectly situated in divine wisdom and fully 
absorbed in pure spiritual consciousness ( samådhi )? How 
does he speak? How does he sit? How does he walk? 
Bhagavad-gita"
18,55,"ीभगवानवाच ।
जहाित यदा कामावााथ मनोगतान ्। 
आेवाना तः ितदोते ॥५५॥
çrî bhagavån uvåca –
prajahåti yadå kåmån sarvån pårtha manogatån  
åtmany-evåtmanå tuß†a˙ sthita-prajñas tadocyate
Bhagavån Çrî K®ß√a said: O Pårtha, When the living being 
abandons all material desires that enter the mind and 
becomes self-satisfied within, then that person is said to be 
situated in divine knowledge."
18,56,"ःखेनिमनाः सखेष िवगतृहः । 
वीतरागभयोधः ितधीमिनते ॥५६॥
du˙kheßv-anudvigna manå˙ sukheßu vigata-sp®ha˙
vîta-råga-bhaya-krodha˙ sthita-dhîr munir ucyate
One whose mind remains undisturbed by distress, who has 
no desire for pleasure, who is free from mundane attach -
ment, fear and anger, is a sage of steady mind."
18,57,"यः सवानिभेहा शभाशभम ्। 
नािभनित न ेि त ा ितिता ॥५७॥
ya˙ sarvatrånabhisnehas tat tat pråpya çubhåçubham
nåbhinandati na dveß†i tasya prajñå pratiß†hitå
One who is unattached to anything in this world and who 
does not become joyful or resentful on attaining good or 
evil, is firmly established in wisdom. 
Chapter 261"
18,58,"यदा संहरते चायं कूमऽानीव सवशः। 
इियाणीियाथ ा ितिता ॥५८॥
yadå saµharate cåyaµ kürmo’∫gånîva sarvaça˙
indriyå√îndriyårthebhyas tasya prajñå pratiß†hitå
When one is able to withdraw the senses from sense-ob -
jects, just as a tortoise withdraws its limbs, then he is firmly 
established in wisdom."
18,59,"िवषया िविनवते िनराहार देिहनः । 
रसवज रसोऽ परं ा िनवतते ॥५९॥
vißayå vinivartante niråhårasya dehina˙
rasa-varjaµ raso’pyasya paraµ d®ß†vå nivartate
An embodied living being may renounce sense-objects, but 
the taste for enjoying them remains. However, this too also 
ceases for one who realises the Supreme."
18,60,"यततो िप कौेय पष िवपितः । 
इियािण माथीिन हरि सभं मनः ॥६०॥
yatato hy-api kaunteya purußasya vipaçcita˙
indriyå√i pramåthîni haranti prasabhaµ mana˙
Yet the turbulent senses can forcibly steal the mind of even 
a wise man of sound judgment, O son of Kuntî."
18,61,"तािन सवािण संय य आसीत मरः । 
वशे िह येियािण त ा ितिता ॥६१॥
Bhagavad-gitatåni sarvå√i saµyamya yukta åsîta mat-para˙
vaçe hi yasyendriyå√i tasya prajñå pratiß†hitå
Restraining all the senses, a self-controlled person should 
fix his mind upon Me. Thus he becomes firmly situated in 
divine knowledge. 
Anuv®tti
As previously stated, there are numerous yoga systems. 
Çrî K®ß√a states unequivocally that by the system of with -
drawing one’s senses from the objects of the senses, namely 
sound, touch, taste, smell and sight for sense satisfaction 
and concentrating the mind on Him, one becomes firmly 
situated in divine knowledge and samådhi .
Simply suspending the senses without positive engage -
ment for advancing in spiritual life is not very profitable. 
Many yogîs have tried giving up sense activities altogether, 
but because the taste, or attachment, for sense-objects 
remains, many have fallen down in their attempts. How -
ever, the senses of the bhakti -yogî who follows K®ß√a’s 
direction are safeguarded because the senses are engaged 
twenty-fours hours a day in K®ß√a’s service. As such, the 
taste for sensual satisfaction gradually dries up and disap -
pears leaving the bhakti -yogî free to advance spiritually.
One who cannot control the senses cannot concentrate 
the mind. Additionally, the senses are never actually satis -
fied by material engagement. The senses become satiated 
for sometime, but then again become stimulated with an 
even greater avarice. Those who are servants of the bodily 
senses can never become masters of the self. 
Being fully absorbed in pure spiritual consciousness or 
samådhi  means to be conscious of K®ß√a as the Supreme 
Chapter 263
Person. Such absorption of the mind and senses in K®ß√a 
is called K®ß√a consciousness."
18,62,"ायतो िवषयांसः सेषूपजायते ।
साायते कामः कामाोधोऽिभजायते ॥६२॥
dhyåyato vißayån puµsa˙ sa∫gas teßüpajåyate
sa∫gåt sañjåyate kåma˙ kåmåt krodho’bhijåyate
By meditating upon sense-objects, one becomes attached 
to them. From attachment desire appears and from desire 
anger manifests."
18,63,"ोधावित संमोहः संमोहाृितिवमः । 
ृितंशाुिनाशो बिनाशाणयित ॥६३॥
krodhåd bhavati saµmoha˙ saµmohåt sm®ti-vibhrama˙
sm®ti-bhraµçåd buddhi-nåço buddhi-nåçåt pra√açyati
Delusion manifests from anger. Delusion causes bewilder -
ment of memory. Bewilderment of memory causes loss of 
intelligence and when intelligence is lost, one is destroyed."
18,64,"रागेष िवमै िवषयािनियैरन ्। 
आवयैिवधेयाा सादमिधगित ॥६४॥
råga-dveßa-vimuktais tu vißayån indriyaiç caran
åtma-vaçyair vidheyåtmå prasådam adhigacchati
However, one who can control his mind and senses, and is 
free from both attachment and repulsion, even while in the 
midst of sense-objects, attains divine grace. 
Bhagavad-gita"
18,65,"सादेसवःखानां हािनरोपजायते । 
सचेतसो ाश बिः पयवितते ॥६५॥
prasåde sarva-du˙khånåµ hånir asyopajåyate
prasanna-cetaso hy-åçu buddhi˙ paryavatiß†hate
When one attains divine grace, all miseries cease. Cer -
tainly, such a person who achieves a tranquil mind devel -
ops divine wisdom."
